1748,485
1121,525
1150,524
1179,524
1207,524
1237,524
1266,523
1295,523
1325,523
1356,523
1387,523
1418,523
1451,522
1484,522
1518,522
1553,522
1590,522
1628,522
1667,522
1707,522
1749,522
1121,552
1150,553
1179,552
1207,552
1237,552
1266,552
1295,552
1325,553
1356,553
1387,553
1418,554
1451,554
1484,554
1518,555
1553,555
1590,556
1628,557
1667,557
1708,558
1749,559
1120,580
1149,580
1178,581
1207,581
1236,581
1265,581
1295,582
1325,583
1355,583
1386,584
1418,585
1450,586
1484,587
1518,587
1553,589
1590,590
1628,591
1667,593
1708,595
1749,597
1120,608
1148,609
1177,609
1206,609
1235,610
1264,611
1294,612
1324,612
1355,614
1385,615
1417,616
1450,617
1483,619
1517,621
1553,622
1590,624
1628,627
1667,629
1708,632
1749,634
1118,636
1147,637
1176,638
1205,638
1234,639
1263,640
1293,641
1323,643
1354,644
1385,646
1416,648
1449,650
1483,652
1517,654
1552,656
1589,659
1628,662
1667,666
1707,669
1749,672
1116,665
1145,666
1174,666
1203,667
1232,669
1262,670
1292,672
1322,673
1352,675
1383,677
1416,680
1448,682
1482,685
1516,688
1552,691
1589,694
1627,698
1666,702
1707,706
1749,710
1114,693
1143,694
1172,696
1201,697
1230,699
1260,700
1290,702
1320,704
1351,707
1382,709
1414,712
1447,715
1480,718
1515,722
1551,726
1588,730
1626,734
1666,739
1706,744
1748,749
1111,722
1140,724
1169,725
1198,727
1228,729
1257,731
1287,733
1318,735
1349,738
1380,741
1413,745
1445,748
1479,752
1514,757
1550,761
1587,766
1625,771
1665,776
1706,782
1748,788
1108,752
1137,754
1166,755
1195,757
1225,759
1255,762
1285,765
1315,767
1346,771
1378,774
1410,778
1443,782
1478,787
1512,791
1548,797
1586,802
1624,808
1664,814
1705,821
1748,828
1104,782
1134,784
1163,786
1192,788
1222,790
1252,793
1282,796
1313,799
1344,803
1376,807
1408,812
1441,816
1476,821
1511,827
1547,833
1584,839
1623,846
1663,853
1704,860
1746,868
